,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
6948,CWE-190,CVE-2019-16905,7.8,1.8,LOW,LOW,NONE
6949,CWE-862,CVE-2019-16906,7.5,3.9,LOW,NONE,NONE
6950,CWE-306,CVE-2019-16906,7.5,3.9,LOW,NONE,NONE
6951,CWE-862,CVE-2019-16907,5.3,3.9,LOW,NONE,NONE
6952,CWE-306,CVE-2019-16907,5.3,3.9,LOW,NONE,NONE
6953,CWE-200,CVE-2019-16908,5.3,3.9,LOW,NONE,NONE
6954,CWE-200,CVE-2019-16909,4.3,2.8,LOW,LOW,NONE
6955,CWE-755,CVE-2019-1691,5.8,3.9,LOW,NONE,NONE
6956,CWE-200,CVE-2019-16910,5.3,1.6,HIGH,NONE,REQUIRED
6957,CWE-276,CVE-2019-16913,7.8,1.8,LOW,LOW,NONE
6958,CWE-79,CVE-2019-16914,6.1,2.8,LOW,NONE,REQUIRED
6959,CWE-20,CVE-2019-16915,9.8,3.9,LOW,NONE,NONE
6960,CWE-89,CVE-2019-16917,8.8,2.8,LOW,LOW,NONE
6961,CWE-276,CVE-2019-16919,7.5,3.9,LOW,NONE,NONE
6962,CWE-311,CVE-2019-1692,5.3,3.9,LOW,NONE,NONE
6963,CWE-78,CVE-2019-16920,9.8,3.9,LOW,NONE,NONE
6964,CWE-665,CVE-2019-16921,7.5,3.9,LOW,NONE,NONE
6965,CWE-200,CVE-2019-16922,5.3,3.9,LOW,NONE,NONE
6966,CWE-79,CVE-2019-16923,6.1,2.8,LOW,NONE,REQUIRED
6967,CWE-319,CVE-2019-16924,8.8,2.8,LOW,NONE,NONE
6968,CWE-79,CVE-2019-16925,6.1,2.8,LOW,NONE,REQUIRED
6969,CWE-79,CVE-2019-16926,6.1,2.8,LOW,NONE,REQUIRED
6970,CWE-787,CVE-2019-16927,5.5,1.8,LOW,NONE,REQUIRED
6971,CWE-120,CVE-2019-16928,9.8,3.9,LOW,NONE,NONE
6972,CWE-287,CVE-2019-16929,7.5,3.9,LOW,NONE,NONE
6973,NVD-CWE-noinfo,CVE-2019-1693,6.5,2.8,LOW,LOW,NONE
6974,CWE-755,CVE-2019-16930,5.3,3.9,LOW,NONE,NONE
6975,CWE-79,CVE-2019-16931,6.1,2.8,LOW,NONE,REQUIRED
6976,CWE-918,CVE-2019-16932,10.0,3.9,LOW,NONE,NONE
6977,CWE-79,CVE-2019-16935,6.1,2.8,LOW,NONE,REQUIRED
6978,NVD-CWE-noinfo,CVE-2019-1694,8.6,3.9,LOW,NONE,NONE
6979,CWE-91,CVE-2019-16941,9.8,3.9,LOW,NONE,NONE
6980,CWE-502,CVE-2019-16942,9.8,3.9,LOW,NONE,NONE
6981,CWE-502,CVE-2019-16943,9.8,3.9,LOW,NONE,NONE
6982,CWE-918,CVE-2019-16948,9.8,3.9,LOW,NONE,NONE
6983,CWE-20,CVE-2019-16949,6.5,2.8,LOW,LOW,NONE
6984,NVD-CWE-Other,CVE-2019-1695,6.5,2.8,LOW,NONE,NONE
6985,CWE-79,CVE-2019-16950,6.1,2.8,LOW,NONE,REQUIRED
6986,CWE-200,CVE-2019-16951,5.3,3.9,LOW,NONE,NONE
6987,CWE-74,CVE-2019-16954,5.4,2.3,LOW,LOW,REQUIRED
6988,CWE-79,CVE-2019-16955,5.4,2.3,LOW,LOW,REQUIRED
6989,CWE-79,CVE-2019-16956,5.4,2.3,LOW,LOW,REQUIRED
6990,CWE-79,CVE-2019-16957,5.4,2.3,LOW,LOW,REQUIRED
6991,CWE-79,CVE-2019-16958,5.4,2.3,LOW,LOW,REQUIRED
6992,CWE-74,CVE-2019-16959,6.5,2.8,LOW,LOW,NONE
6993,CWE-400,CVE-2019-1696,7.4,2.8,LOW,NONE,NONE
6994,CWE-79,CVE-2019-16960,5.4,2.3,LOW,LOW,REQUIRED
6995,CWE-79,CVE-2019-16961,5.4,2.3,LOW,LOW,REQUIRED
6996,CWE-74,CVE-2019-16962,5.4,2.3,LOW,LOW,REQUIRED
6997,CWE-78,CVE-2019-16964,8.8,2.8,LOW,LOW,NONE
6998,CWE-78,CVE-2019-16965,7.2,1.2,LOW,HIGH,NONE
6999,CWE-79,CVE-2019-16966,6.1,2.8,LOW,NONE,REQUIRED
7000,CWE-79,CVE-2019-16967,6.1,2.8,LOW,NONE,REQUIRED
7001,CWE-79,CVE-2019-16968,6.1,2.8,LOW,NONE,REQUIRED
7002,CWE-79,CVE-2019-16969,6.1,2.8,LOW,NONE,REQUIRED
7003,CWE-20,CVE-2019-1697,7.5,3.9,LOW,NONE,NONE
7004,CWE-79,CVE-2019-16970,6.1,2.8,LOW,NONE,REQUIRED
7005,CWE-79,CVE-2019-16971,6.1,2.8,LOW,NONE,REQUIRED
7006,CWE-79,CVE-2019-16972,6.1,2.8,LOW,NONE,REQUIRED
7007,CWE-79,CVE-2019-16973,6.1,2.8,LOW,NONE,REQUIRED
7008,CWE-79,CVE-2019-16974,6.1,2.8,LOW,NONE,REQUIRED
7009,CWE-79,CVE-2019-16975,6.1,2.8,LOW,NONE,REQUIRED
7010,CWE-79,CVE-2019-16976,6.1,2.8,LOW,NONE,REQUIRED
7011,CWE-79,CVE-2019-16977,6.1,2.8,LOW,NONE,REQUIRED
7012,CWE-79,CVE-2019-16978,6.1,2.8,LOW,NONE,REQUIRED
7013,CWE-79,CVE-2019-16979,6.1,2.8,LOW,NONE,REQUIRED
7014,CWE-611,CVE-2019-1698,4.9,1.2,LOW,HIGH,NONE
7015,CWE-89,CVE-2019-16980,8.8,2.8,LOW,LOW,NONE
7016,CWE-79,CVE-2019-16981,6.1,2.8,LOW,NONE,REQUIRED
7017,CWE-79,CVE-2019-16982,6.1,2.8,LOW,NONE,REQUIRED
7018,CWE-79,CVE-2019-16983,6.1,2.8,LOW,NONE,REQUIRED
7019,CWE-79,CVE-2019-16984,6.1,2.8,LOW,NONE,REQUIRED
7020,CWE-22,CVE-2019-16985,6.5,2.8,LOW,LOW,NONE
7021,CWE-22,CVE-2019-16986,6.5,2.8,LOW,LOW,NONE
7022,CWE-79,CVE-2019-16987,6.1,2.8,LOW,NONE,REQUIRED
7023,CWE-79,CVE-2019-16988,6.1,2.8,LOW,NONE,REQUIRED
7024,CWE-79,CVE-2019-16989,6.1,2.8,LOW,NONE,REQUIRED
7025,CWE-78,CVE-2019-1699,7.8,1.8,LOW,LOW,NONE
7026,CWE-22,CVE-2019-16990,6.5,2.8,LOW,LOW,NONE
7027,CWE-79,CVE-2019-16991,6.1,2.8,LOW,NONE,REQUIRED
7028,CWE-347,CVE-2019-16992,7.5,3.9,LOW,NONE,NONE
7029,CWE-352,CVE-2019-16993,8.8,2.8,LOW,NONE,REQUIRED
7030,CWE-772,CVE-2019-16994,4.7,1.0,HIGH,LOW,NONE
7031,CWE-772,CVE-2019-16995,7.5,3.9,LOW,NONE,NONE
7032,CWE-89,CVE-2019-16996,7.2,1.2,LOW,HIGH,NONE
7033,CWE-89,CVE-2019-16997,7.2,1.2,LOW,HIGH,NONE
7034,CWE-89,CVE-2019-16999,9.8,3.9,LOW,NONE,NONE
7035,CWE-399,CVE-2019-1700,6.1,1.6,HIGH,NONE,NONE
7036,CWE-79,CVE-2019-17000,6.1,2.8,LOW,NONE,REQUIRED
7037,CWE-79,CVE-2019-17001,6.1,2.8,LOW,NONE,REQUIRED
7038,CWE-20,CVE-2019-17002,4.3,2.8,LOW,NONE,REQUIRED
7039,CWE-120,CVE-2019-17005,8.8,2.8,LOW,NONE,REQUIRED
7040,CWE-345,CVE-2019-17006,9.8,3.9,LOW,NONE,NONE
7041,CWE-295,CVE-2019-17007,7.5,3.9,LOW,NONE,NONE
7042,CWE-416,CVE-2019-17008,8.8,2.8,LOW,NONE,REQUIRED
7043,NVD-CWE-noinfo,CVE-2019-17009,7.8,1.8,LOW,LOW,NONE
7044,CWE-79,CVE-2019-1701,4.8,1.7,LOW,HIGH,REQUIRED
7045,CWE-416,CVE-2019-17010,7.5,1.6,HIGH,NONE,REQUIRED
7046,CWE-416,CVE-2019-17011,7.5,1.6,HIGH,NONE,REQUIRED
7047,CWE-120,CVE-2019-17012,8.8,2.8,LOW,NONE,REQUIRED
7048,CWE-120,CVE-2019-17013,8.8,2.8,LOW,NONE,REQUIRED
7049,CWE-829,CVE-2019-17014,7.4,2.8,LOW,NONE,REQUIRED
7050,CWE-787,CVE-2019-17015,8.8,2.8,LOW,NONE,REQUIRED
7051,CWE-79,CVE-2019-17016,6.1,2.8,LOW,NONE,REQUIRED
7052,CWE-843,CVE-2019-17017,8.8,2.8,LOW,NONE,REQUIRED
7053,CWE-200,CVE-2019-17018,5.3,3.9,LOW,NONE,NONE
7054,CWE-20,CVE-2019-17019,8.8,2.8,LOW,NONE,REQUIRED
7055,CWE-79,CVE-2019-1702,6.1,2.8,LOW,NONE,REQUIRED
7056,CWE-20,CVE-2019-17020,6.5,2.8,LOW,NONE,REQUIRED
7057,CWE-200,CVE-2019-17021,5.3,1.6,HIGH,NONE,REQUIRED
7058,CWE-79,CVE-2019-17022,6.1,2.8,LOW,NONE,REQUIRED
7059,CWE-287,CVE-2019-17023,6.5,2.8,LOW,NONE,REQUIRED
7060,CWE-120,CVE-2019-17024,8.8,2.8,LOW,NONE,REQUIRED
7061,CWE-787,CVE-2019-17025,8.8,2.8,LOW,NONE,REQUIRED
7062,CWE-843,CVE-2019-17026,8.8,2.8,LOW,NONE,REQUIRED
7063,CWE-770,CVE-2019-1703,8.6,3.9,LOW,NONE,NONE
7064,CWE-400,CVE-2019-1704,7.5,3.9,LOW,NONE,NONE
7065,CWE-125,CVE-2019-17040,9.8,3.9,LOW,NONE,NONE
7066,CWE-120,CVE-2019-17041,9.8,3.9,LOW,NONE,NONE
7067,CWE-120,CVE-2019-17042,9.8,3.9,LOW,NONE,NONE
7068,CWE-276,CVE-2019-17043,7.8,1.8,LOW,LOW,NONE
7069,CWE-276,CVE-2019-17044,7.8,1.8,LOW,LOW,NONE
7070,CWE-79,CVE-2019-17045,4.8,1.7,LOW,HIGH,REQUIRED
7071,CWE-434,CVE-2019-17046,7.2,1.2,LOW,HIGH,NONE
7072,CWE-89,CVE-2019-17049,7.5,3.9,LOW,NONE,NONE
7073,CWE-404,CVE-2019-1705,5.9,2.2,HIGH,NONE,NONE
7074,CWE-639,CVE-2019-17050,7.2,1.2,LOW,HIGH,NONE
7075,CWE-20,CVE-2019-17051,7.8,1.8,LOW,NONE,REQUIRED
7076,CWE-276,CVE-2019-17052,3.3,1.8,LOW,LOW,NONE
7077,CWE-276,CVE-2019-17053,3.3,1.8,LOW,LOW,NONE
7078,CWE-276,CVE-2019-17054,3.3,1.8,LOW,LOW,NONE
7079,CWE-20,CVE-2019-17055,3.3,1.8,LOW,LOW,NONE
7080,CWE-276,CVE-2019-17056,3.3,1.8,LOW,LOW,NONE
7081,CWE-79,CVE-2019-17057,6.1,2.8,LOW,NONE,REQUIRED
7082,CWE-434,CVE-2019-17058,9.1,2.3,LOW,HIGH,NONE
7083,CWE-78,CVE-2019-17059,9.8,3.9,LOW,NONE,NONE
7084,CWE-404,CVE-2019-1706,8.6,3.9,LOW,NONE,NONE
7085,CWE-120,CVE-2019-17060,6.5,2.8,LOW,NONE,NONE
7086,CWE-120,CVE-2019-17061,6.5,2.8,LOW,NONE,NONE
7087,CWE-384,CVE-2019-17062,8.8,2.8,LOW,NONE,REQUIRED
7088,CWE-20,CVE-2019-17063,5.5,1.8,LOW,NONE,REQUIRED
7089,CWE-476,CVE-2019-17064,5.5,1.8,LOW,NONE,REQUIRED
7090,CWE-269,CVE-2019-17066,7.8,1.8,LOW,LOW,NONE
7091,CWE-770,CVE-2019-17067,9.8,3.9,LOW,NONE,NONE
7092,CWE-74,CVE-2019-17068,7.5,3.9,LOW,NONE,NONE
7093,CWE-20,CVE-2019-17069,7.5,3.9,LOW,NONE,NONE
7094,CWE-79,CVE-2019-1707,5.4,2.3,LOW,LOW,REQUIRED
7095,CWE-79,CVE-2019-17070,6.1,2.8,LOW,NONE,REQUIRED
7096,CWE-79,CVE-2019-17071,6.1,2.8,LOW,NONE,REQUIRED
7097,CWE-89,CVE-2019-17072,9.8,3.9,LOW,NONE,NONE
7098,CWE-22,CVE-2019-17073,6.5,2.8,LOW,LOW,NONE
7099,CWE-79,CVE-2019-17074,5.4,2.3,LOW,LOW,REQUIRED
7100,NVD-CWE-noinfo,CVE-2019-17075,7.5,3.9,LOW,NONE,NONE
7101,CWE-502,CVE-2019-17076,9.8,3.9,LOW,NONE,NONE
7102,CWE-404,CVE-2019-1708,8.6,3.9,LOW,NONE,NONE
7103,CWE-502,CVE-2019-17080,7.8,1.8,LOW,NONE,REQUIRED
7104,CWE-611,CVE-2019-17085,6.5,2.8,LOW,LOW,NONE
7105,CWE-200,CVE-2019-17087,7.5,3.9,LOW,NONE,NONE
7106,CWE-78,CVE-2019-1709,7.8,1.8,LOW,LOW,NONE
7107,CWE-79,CVE-2019-17091,6.1,2.8,LOW,NONE,REQUIRED
7108,CWE-79,CVE-2019-17092,6.1,2.8,LOW,NONE,REQUIRED
7109,CWE-426,CVE-2019-17093,7.8,1.8,LOW,NONE,REQUIRED
7110,CWE-787,CVE-2019-17094,7.8,1.8,LOW,LOW,NONE
7111,CWE-78,CVE-2019-17095,9.8,3.9,LOW,NONE,NONE
7112,CWE-78,CVE-2019-17096,9.8,3.9,LOW,NONE,NONE
7113,CWE-798,CVE-2019-17098,6.5,2.8,LOW,NONE,NONE
7114,CWE-426,CVE-2019-17099,7.8,1.8,LOW,NONE,REQUIRED
7115,CWE-20,CVE-2019-1710,9.8,3.9,LOW,NONE,NONE
7116,CWE-426,CVE-2019-17100,6.5,0.6,LOW,HIGH,REQUIRED
7117,CWE-74,CVE-2019-17101,6.7,0.8,LOW,HIGH,NONE
7118,CWE-367,CVE-2019-17102,8.1,2.2,HIGH,NONE,NONE
7119,CWE-276,CVE-2019-17103,5.5,1.8,LOW,LOW,NONE
7120,CWE-565,CVE-2019-17104,7.5,3.9,LOW,NONE,NONE
7121,CWE-330,CVE-2019-17105,5.3,3.9,LOW,NONE,NONE
7122,CWE-312,CVE-2019-17106,6.5,2.8,LOW,LOW,NONE
7123,CWE-94,CVE-2019-17107,8.8,2.8,LOW,LOW,NONE
7124,CWE-79,CVE-2019-17108,6.1,2.8,LOW,NONE,REQUIRED
7125,CWE-22,CVE-2019-17109,6.5,2.8,LOW,LOW,NONE
7126,CWE-20,CVE-2019-1711,7.5,3.9,LOW,NONE,NONE
7127,CWE-552,CVE-2019-17112,4.3,2.8,LOW,LOW,NONE
7128,CWE-120,CVE-2019-17113,9.8,3.9,LOW,NONE,NONE
7129,CWE-79,CVE-2019-17114,6.1,2.8,LOW,NONE,REQUIRED
7130,CWE-79,CVE-2019-17115,6.1,2.8,LOW,NONE,REQUIRED
7131,CWE-79,CVE-2019-17116,6.1,2.8,LOW,NONE,REQUIRED
7132,CWE-89,CVE-2019-17117,8.8,2.8,LOW,LOW,NONE
7133,CWE-352,CVE-2019-17118,8.8,2.8,LOW,NONE,REQUIRED
7134,CWE-89,CVE-2019-17119,8.8,2.8,LOW,LOW,NONE
7135,CWE-20,CVE-2019-1712,7.5,3.9,LOW,NONE,NONE
7136,CWE-79,CVE-2019-17120,6.1,2.8,LOW,NONE,REQUIRED
7137,CWE-79,CVE-2019-17121,5.4,2.3,LOW,LOW,REQUIRED
7138,CWE-20,CVE-2019-17123,7.5,3.9,LOW,NONE,NONE
7139,CWE-276,CVE-2019-17124,9.8,3.9,LOW,NONE,NONE
7140,CWE-79,CVE-2019-17125,6.1,2.8,LOW,NONE,REQUIRED
7141,CWE-79,CVE-2019-17127,6.1,2.8,LOW,NONE,REQUIRED
7142,CWE-89,CVE-2019-17128,7.5,3.9,LOW,NONE,NONE
7143,CWE-352,CVE-2019-1713,8.8,2.8,LOW,NONE,REQUIRED
7144,CWE-552,CVE-2019-17130,6.5,3.9,LOW,NONE,NONE
7145,CWE-1021,CVE-2019-17131,4.3,2.8,LOW,NONE,REQUIRED
7146,CWE-20,CVE-2019-17132,9.8,3.9,LOW,NONE,NONE
7147,CWE-120,CVE-2019-17133,9.8,3.9,LOW,NONE,NONE
7148,CWE-287,CVE-2019-17134,9.1,3.9,LOW,NONE,NONE
7149,CWE-787,CVE-2019-17135,7.8,1.8,LOW,NONE,REQUIRED
7150,CWE-125,CVE-2019-17136,7.8,1.8,LOW,NONE,REQUIRED
7151,NVD-CWE-Other,CVE-2019-17137,9.4,3.9,LOW,NONE,NONE
7152,CWE-125,CVE-2019-17138,4.3,2.8,LOW,NONE,REQUIRED
7153,CWE-787,CVE-2019-17139,8.8,2.8,LOW,NONE,REQUIRED
7154,NVD-CWE-Other,CVE-2019-1714,8.6,3.9,LOW,NONE,NONE
7155,CWE-416,CVE-2019-17140,8.8,2.8,LOW,NONE,REQUIRED
7156,CWE-416,CVE-2019-17141,8.8,2.8,LOW,NONE,REQUIRED
7157,CWE-416,CVE-2019-17142,8.8,2.8,LOW,NONE,REQUIRED
7158,CWE-416,CVE-2019-17143,4.3,2.8,LOW,NONE,REQUIRED
7159,CWE-787,CVE-2019-17144,8.8,2.8,LOW,NONE,REQUIRED
7160,CWE-787,CVE-2019-17145,8.8,2.8,LOW,NONE,REQUIRED
7161,CWE-20,CVE-2019-17146,9.8,3.9,LOW,NONE,NONE
7162,CWE-120,CVE-2019-17147,8.8,2.8,LOW,NONE,REQUIRED
7163,CWE-78,CVE-2019-17148,7.8,1.8,LOW,LOW,NONE
7164,CWE-332,CVE-2019-1715,7.5,3.9,LOW,NONE,NONE
7165,CWE-601,CVE-2019-17151,5.4,2.8,LOW,NONE,REQUIRED
7166,CWE-20,CVE-2019-1716,9.8,3.9,LOW,NONE,NONE
7167,CWE-22,CVE-2019-1717,7.5,3.9,LOW,NONE,NONE
7168,CWE-22,CVE-2019-17175,7.5,3.9,LOW,NONE,NONE
7169,CWE-79,CVE-2019-17176,6.1,2.8,LOW,NONE,REQUIRED
7170,CWE-772,CVE-2019-17177,7.5,3.9,LOW,NONE,NONE
7171,CWE-772,CVE-2019-17178,7.5,3.9,LOW,NONE,NONE
7172,CWE-79,CVE-2019-17179,6.1,2.8,LOW,NONE,REQUIRED
7173,NVD-CWE-noinfo,CVE-2019-1718,7.5,3.9,LOW,NONE,NONE
7174,CWE-22,CVE-2019-17180,7.8,1.8,LOW,LOW,NONE
7175,CWE-120,CVE-2019-17181,9.8,3.9,LOW,NONE,NONE
7176,CWE-772,CVE-2019-17183,7.5,3.9,LOW,NONE,NONE
7177,NVD-CWE-noinfo,CVE-2019-17184,9.8,3.9,LOW,NONE,NONE
7178,CWE-20,CVE-2019-17185,7.5,3.9,LOW,NONE,NONE
7179,CWE-20,CVE-2019-17186,8.8,2.8,LOW,LOW,NONE
7180,CWE-22,CVE-2019-17187,7.5,3.9,LOW,NONE,NONE
7181,CWE-434,CVE-2019-17188,7.2,1.2,LOW,HIGH,NONE
7182,CWE-79,CVE-2019-17189,5.4,2.3,LOW,LOW,REQUIRED
7183,CWE-79,CVE-2019-1719,5.4,2.3,LOW,LOW,REQUIRED
7184,CWE-863,CVE-2019-17190,7.8,1.8,LOW,LOW,NONE
7185,CWE-20,CVE-2019-17191,7.5,3.9,LOW,NONE,NONE
7186,CWE-20,CVE-2019-17192,9.8,3.9,LOW,NONE,NONE
7187,CWE-754,CVE-2019-17195,9.8,3.9,LOW,NONE,NONE
7188,CWE-89,CVE-2019-17197,9.8,3.9,LOW,NONE,NONE
7189,CWE-22,CVE-2019-17199,7.5,3.9,LOW,NONE,NONE
7190,CWE-20,CVE-2019-1720,4.9,1.2,LOW,HIGH,NONE
7191,NVD-CWE-noinfo,CVE-2019-17201,7.8,1.8,LOW,LOW,NONE
7192,CWE-269,CVE-2019-17202,7.8,1.8,LOW,LOW,NONE
7193,CWE-79,CVE-2019-17203,5.4,2.3,LOW,LOW,REQUIRED
7194,CWE-79,CVE-2019-17204,5.4,2.3,LOW,LOW,REQUIRED
7195,CWE-79,CVE-2019-17205,6.1,2.8,LOW,NONE,REQUIRED
7196,CWE-502,CVE-2019-17206,9.8,3.9,LOW,NONE,NONE
7197,CWE-79,CVE-2019-17207,5.4,2.3,LOW,LOW,REQUIRED
7198,CWE-20,CVE-2019-1721,6.5,2.8,LOW,LOW,NONE
7199,CWE-20,CVE-2019-17210,7.5,3.9,LOW,NONE,NONE
7200,CWE-190,CVE-2019-17211,9.8,3.9,LOW,NONE,NONE
7201,CWE-787,CVE-2019-17212,9.8,3.9,LOW,NONE,NONE
7202,CWE-129,CVE-2019-17212,9.8,3.9,LOW,NONE,NONE
7203,CWE-79,CVE-2019-17213,6.1,2.8,LOW,NONE,REQUIRED
7204,CWE-79,CVE-2019-17214,7.5,3.9,LOW,NONE,NONE
7205,CWE-307,CVE-2019-17215,9.8,3.9,LOW,NONE,NONE
7206,CWE-916,CVE-2019-17216,9.8,3.9,LOW,NONE,NONE
7207,CWE-352,CVE-2019-17217,8.8,2.8,LOW,NONE,REQUIRED
7208,CWE-311,CVE-2019-17218,9.1,3.9,LOW,NONE,NONE
7209,CWE-306,CVE-2019-17219,8.8,2.8,LOW,NONE,NONE
7210,CWE-352,CVE-2019-1722,6.5,2.8,LOW,NONE,REQUIRED
7211,CWE-79,CVE-2019-17220,6.1,2.8,LOW,NONE,REQUIRED
7212,CWE-552,CVE-2019-17221,7.5,3.9,LOW,NONE,NONE
7213,CWE-79,CVE-2019-17222,6.1,2.8,LOW,NONE,REQUIRED
7214,CWE-79,CVE-2019-17223,6.1,2.8,LOW,NONE,REQUIRED
7215,CWE-22,CVE-2019-17224,5.3,3.9,LOW,NONE,NONE
7216,CWE-79,CVE-2019-17225,5.4,2.3,LOW,LOW,REQUIRED
7217,CWE-79,CVE-2019-17226,4.8,1.7,LOW,HIGH,REQUIRED
7218,CWE-345,CVE-2019-17228,6.5,3.9,LOW,NONE,NONE
7219,CWE-79,CVE-2019-17229,6.1,2.8,LOW,NONE,REQUIRED
7220,CWE-798,CVE-2019-1723,9.8,3.9,LOW,NONE,NONE
7221,NVD-CWE-noinfo,CVE-2019-17230,5.3,3.9,LOW,NONE,NONE
7222,CWE-79,CVE-2019-17231,6.1,2.8,LOW,NONE,REQUIRED
7223,CWE-20,CVE-2019-17232,7.5,3.9,LOW,NONE,NONE
7224,CWE-79,CVE-2019-17233,6.1,2.8,LOW,NONE,REQUIRED
7225,CWE-20,CVE-2019-17234,7.5,3.9,LOW,NONE,NONE
7226,CWE-200,CVE-2019-17235,5.3,3.9,LOW,NONE,NONE
7227,CWE-79,CVE-2019-17236,6.1,2.8,LOW,NONE,REQUIRED
7228,CWE-352,CVE-2019-17237,8.8,2.8,LOW,NONE,REQUIRED
7229,CWE-79,CVE-2019-17239,6.1,2.8,LOW,NONE,REQUIRED
7230,CWE-287,CVE-2019-1724,8.8,2.8,LOW,NONE,REQUIRED
7231,CWE-307,CVE-2019-17240,9.8,3.9,LOW,NONE,NONE
7232,CWE-787,CVE-2019-17241,7.8,1.8,LOW,LOW,NONE
7233,CWE-787,CVE-2019-17242,7.8,1.8,LOW,LOW,NONE
7234,CWE-120,CVE-2019-17243,7.8,1.8,LOW,NONE,REQUIRED
7235,CWE-120,CVE-2019-17244,7.8,1.8,LOW,NONE,REQUIRED
7236,CWE-787,CVE-2019-17245,7.8,1.8,LOW,LOW,NONE
7237,CWE-787,CVE-2019-17246,7.8,1.8,LOW,NONE,REQUIRED
7238,CWE-120,CVE-2019-17247,7.8,1.8,LOW,NONE,REQUIRED
7239,CWE-787,CVE-2019-17248,7.8,1.8,LOW,NONE,REQUIRED
7240,CWE-787,CVE-2019-17249,7.8,1.8,LOW,NONE,REQUIRED
7241,CWE-78,CVE-2019-1725,5.5,1.8,LOW,LOW,NONE
7242,CWE-787,CVE-2019-17250,7.8,1.8,LOW,NONE,REQUIRED
7243,CWE-787,CVE-2019-17251,7.8,1.8,LOW,NONE,REQUIRED
7244,CWE-787,CVE-2019-17252,7.8,1.8,LOW,NONE,REQUIRED
7245,CWE-787,CVE-2019-17253,7.8,1.8,LOW,NONE,REQUIRED
7246,CWE-787,CVE-2019-17254,7.8,1.8,LOW,NONE,REQUIRED
7247,CWE-787,CVE-2019-17255,7.8,1.8,LOW,NONE,REQUIRED
7248,CWE-787,CVE-2019-17256,7.8,1.8,LOW,NONE,REQUIRED
7249,CWE-754,CVE-2019-17257,5.5,1.8,LOW,NONE,REQUIRED
7250,CWE-787,CVE-2019-17258,7.8,1.8,LOW,NONE,REQUIRED
7251,CWE-787,CVE-2019-17259,7.8,1.8,LOW,LOW,NONE
7252,CWE-78,CVE-2019-1726,7.8,1.8,LOW,LOW,NONE
7253,CWE-125,CVE-2019-17260,7.8,1.8,LOW,LOW,NONE
7254,CWE-787,CVE-2019-17261,7.8,1.8,LOW,LOW,NONE
7255,CWE-787,CVE-2019-17262,7.8,1.8,LOW,LOW,NONE
7256,CWE-125,CVE-2019-17263,3.3,1.8,LOW,LOW,NONE
7257,CWE-125,CVE-2019-17264,3.3,1.8,LOW,LOW,NONE
7258,CWE-125,CVE-2019-17266,9.8,3.9,LOW,NONE,NONE
7259,CWE-502,CVE-2019-17267,9.8,3.9,LOW,NONE,NONE
7260,CWE-94,CVE-2019-17268,9.8,3.9,LOW,NONE,NONE
7261,CWE-78,CVE-2019-17269,9.8,3.9,LOW,NONE,NONE
7262,CWE-78,CVE-2019-1727,6.7,0.8,LOW,HIGH,NONE
7263,CWE-78,CVE-2019-17270,9.8,3.9,LOW,NONE,NONE
7264,CWE-89,CVE-2019-17271,4.9,1.2,LOW,HIGH,NONE
7265,CWE-20,CVE-2019-17272,7.2,1.2,LOW,HIGH,NONE
7266,CWE-20,CVE-2019-17273,6.5,2.8,LOW,NONE,NONE
7267,CWE-1188,CVE-2019-17274,7.8,1.8,LOW,LOW,NONE
7268,NVD-CWE-noinfo,CVE-2019-17275,9.8,3.9,LOW,NONE,NONE
7269,CWE-79,CVE-2019-17276,5.4,2.3,LOW,LOW,REQUIRED
7270,CWE-347,CVE-2019-1728,6.7,0.8,LOW,HIGH,NONE
7271,CWE-347,CVE-2019-1729,6.0,0.8,LOW,HIGH,NONE
7272,CWE-89,CVE-2019-17292,7.2,1.2,LOW,HIGH,NONE
7273,CWE-89,CVE-2019-17293,8.8,2.8,LOW,LOW,NONE
7274,CWE-89,CVE-2019-17294,8.8,2.8,LOW,LOW,NONE
7275,CWE-89,CVE-2019-17295,8.8,2.8,LOW,LOW,NONE
7276,CWE-89,CVE-2019-17296,8.8,2.8,LOW,LOW,NONE
7277,CWE-89,CVE-2019-17297,8.8,2.8,LOW,LOW,NONE
7278,CWE-89,CVE-2019-17298,8.8,2.8,LOW,LOW,NONE
7279,CWE-94,CVE-2019-17299,7.2,1.2,LOW,HIGH,NONE
7280,NVD-CWE-noinfo,CVE-2019-1730,6.7,0.8,LOW,HIGH,NONE
7281,CWE-94,CVE-2019-17300,8.8,2.8,LOW,LOW,NONE
7282,CWE-94,CVE-2019-17301,7.2,1.2,LOW,HIGH,NONE
7283,CWE-94,CVE-2019-17302,8.8,2.8,LOW,LOW,NONE
7284,CWE-94,CVE-2019-17303,8.8,2.8,LOW,LOW,NONE
7285,CWE-94,CVE-2019-17304,7.2,1.2,LOW,HIGH,NONE
7286,CWE-94,CVE-2019-17305,8.8,2.8,LOW,LOW,NONE
7287,CWE-94,CVE-2019-17306,7.2,1.2,LOW,HIGH,NONE
7288,CWE-94,CVE-2019-17307,7.2,1.2,LOW,HIGH,NONE
7289,CWE-94,CVE-2019-17308,8.8,2.8,LOW,LOW,NONE
